STAID,Name,Station,GaugeLon,GaugeLat,Elev,Continents,Main_climates,Lat_centroid,Lon_centroid,Area,Area_shp,Nested,dLength,dStart,dEnd,DMiss,Q_mean,Flow_mm_yr,P_yr,PET_yr,AI,QP,AI_Basin_ATLAS,Source,FileName,WB_QC,Area_Bias_QC,Data_QC,AI_QC,LAI_multiyr_mean,LAI_trend,LAI_rr,LAI_p,GDAT,GRanD,LC_change_max_abs,dLength_Valid,dStart_1980,dEnd_1980,dLength_Valid_1980,Q_mean_1980,DMiss_1980,dLength_Valid_M,Q_mean_M,DMiss_M,dLength_Valid_M1980,Q_mean_M1980,DMiss_M1980,dStart_M,dEnd_M,dStart_M1980,dEnd_M1980,Region,dor_pc_pva,ire_pc_sse,Trend_group,Annual_group,MainClimates,Area_final
10500000,CAMELS-BR_10500000,estirao_do_repouso,-70.9056,-4.3408,140.4302447,South America,A,-5.488664969,-72.49761945,61581.51,61498.56821,Brazil_17050000,13604,1980/9/22,2019/1/31,0.029048605,2610.316071,1329.903541,2626.757318,1621.929386,1.619526312,0.506290982,1.443010563,Group-Camels,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/CAMELS-BR_10500000.csv,1,1,1,1,5.361447375,-0.002360972,0.025576867,0.358770925,,,0,13604,1980/9/22,2019/1/31,13604,2610.316071,0.029048605,13604,2610.316071,0.029048605,13604,2610.316071,0.029048605,1980/9/22,2019/1/31,1980/9/22,2019/1/31,NSA,0.001760563,0,TRUE,TRUE,equatorial,61581.51
AUS-HRS_105101A,AUS-HRS_105101A,105101A,144.839,-15.281,277.3580016,Australia,A,-15.76313942,144.9730524,2306,2306.485051,AUS-HRS_105101A,18703,1967/12/16,2019/2/28,0,22.2154313,294.7389352,1168.322641,1203.644447,0.970654286,0.252275292,0.999705882,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_105101A.csv,1,1,1,1,1.633793568,0.013660198,0.635450817,1.00E-08,,,20.00984809,18703,1980/1/1,2019/2/28,14304,19.79857224,0,16254,25.3339243,0.13094156,12393,22.6228931,0.133598993,1967/12/16,2019/2/28,1980/1/1,2019/2/28,NAU,0,0.5,TRUE,TRUE,equatorial,2306
AUS-HRS_116011A,AUS-HRS_116011A,116011A,145.477,-17.605,1031.593058,Australia,C,-17.54524423,145.4895417,90.1,90.22373941,AUS-HRS_116006B,20797,1962/3/23,2019/2/28,0,1.912202529,672.5875774,1210.409857,965.4989924,1.253662476,0.555669283,1.045,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_116011A.csv,1,1,1,1,2.631604778,0.004869454,0.118430713,0.0429384,,,13.20379227,20797,1980/1/1,2019/2/28,14304,1.862312919,0,17944,2.034706921,0.137183248,12393,1.966015572,0.133598993,1962/3/23,2019/2/28,1980/1/1,2019/2/28,NAU,0,2.666666667,TRUE,TRUE,warm temperate,90.1
AUS-HRS_126003A,AUS-HRS_126003A,126003A,149.399,-21.916,181.156051,Australia,C,-21.92620695,149.3412638,86.3,86.30083982,0,16547,1973/11/10,2019/2/28,0,1.472183611,532.273729,1010.487105,1253.431842,0.806176348,0.52674965,0.68,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_126003A.csv,1,1,1,1,3.794691402,0.001559705,0.006514434,0.644862702,,,4.023470257,16547,1980/1/1,2019/2/28,14304,1.239886061,0,13697,1.510722699,0.172236659,11986,1.229169599,0.161700937,1973/11/10,2019/2/28,1980/1/7,2019/2/28,EAU,0,5.4,TRUE,TRUE,warm temperate,86.3
AUS-HRS_215207,AUS-HRS_215207,215207,150.183,-34.822,700.2427526,Australia,C,-35.27673179,149.8427164,4660,4658.325569,0,15203,1977/7/16,2019/2/28,0,17.42939861,119.3793482,763.4476855,1033.252577,0.738878085,0.156368734,0.771969697,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_215207.csv,1,1,1,1,1.625770679,0.005177139,0.198967259,0.007237183,,,5.492296185,15203,1980/1/1,2019/2/28,14304,16.7091016,0,14069,18.64199138,0.074590541,13199,17.91175751,0.077251119,1977/7/16,2019/2/28,1980/1/1,2019/2/28,EAU,0,0.166666667,TRUE,TRUE,warm temperate,4660
AUS-HRS_221207,AUS-HRS_221207,221207,148.914,-37.447,688.2645847,Australia,C,-37.35679936,148.8891582,159.2,160.14815,AUS-HRS_221212,18635,1968/2/22,2019/2/28,0,1.876358854,374.9834487,782.1008681,792.1036333,0.987371898,0.479456633,0.9,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_221207.csv,1,1,1,1,4.193964472,0.005059022,0.064435957,0.141173117,,,0,18635,1980/1/1,2019/2/28,14304,1.655163101,0,15585,1.959679004,0.163670512,11697,1.71797042,0.182256711,1968/2/22,2019/2/28,1980/1/1,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,159.2
AUS-HRS_221210,AUS-HRS_221210,221210,149.519,-37.417,480.4456737,Australia,C,-37.23937333,149.3797395,844.1,844.0030193,0,16990,1972/8/24,2019/2/28,0,3.609493996,136.1800589,756.4363308,895.680614,0.844538018,0.180028448,0.907,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_221210.csv,1,1,1,1,3.65261523,0.008535421,0.130715892,0.032839506,,,0.484780241,16990,1980/1/1,2019/2/28,14304,3.027455327,0,13636,4.158515474,0.197410241,11446,3.445522803,0.199804251,1972/8/24,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.15,TRUE,TRUE,warm temperate,844.1
AUS-HRS_224201,AUS-HRS_224201,224201,147.17,-37.49,917.5488266,Australia,C,-37.27134068,146.9647497,1974,1972.792503,AUS-Zhang_224215,19437,1965/12/12,2019/2/28,0,18.55981725,297.7785394,774.8260214,716.6526461,1.08117374,0.384316648,1.225625,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_224201.csv,1,1,1,1,2.765799115,0.004793975,0.056964695,0.167347622,,,2.364151121,19437,1980/1/1,2019/2/28,14304,14.75378932,0,18296,19.59780239,0.058702475,13395,15.62586162,0.063548658,1965/12/12,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.15625,TRUE,TRUE,warm temperate,1974
AUS-HRS_224206,AUS-HRS_224206,224206,147.089,-37.406,920.503903,Australia,C,-37.29203869,146.8712609,1100,1098.822673,AUS-Zhang_224215,21539,1960/3/11,2019/2/28,0,10.31796905,294.1433552,719.8424787,652.6347212,1.102979133,0.408621836,1.235,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_224206.csv,1,1,1,1,2.785669294,-0.000305043,0.000220817,0.932480694,,,1.973113575,21539,1980/1/1,2019/2/28,14304,9.052756599,0,19211,11.39022978,0.107917344,12690,10.01454676,0.112587413,1960/3/11,2019/2/24,1980/1/1,2019/2/24,SAU,0,0.166666667,TRUE,TRUE,warm temperate,1100
AUS-HRS_227225,AUS-HRS_227225,227225,146.555,-38.469,476.7025292,Australia,C,-38.45310735,146.5293442,20.7,20.65071501,AUS-HRS_227200,18572,1968/4/25,2019/2/28,0,0.263928808,401.9443052,783.739009,759.7163714,1.031620534,0.51285479,1.0225,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_227225.csv,1,1,1,1,4.263878771,-0.004582018,0.055503567,0.173062303,,,0,18572,1980/1/1,2019/2/28,14304,0.229499288,0,15718,0.204613067,0.153672195,12264,0.180902087,0.14261745,1968/4/25,2019/2/28,1980/1/1,2019/2/28,SAU,0,6.75,TRUE,TRUE,warm temperate,20.7
AUS-HRS_235205,AUS-HRS_235205,235205,143.444,-38.638,471.1644552,Australia,C,-38.65035092,143.4489471,4.5,4.59007761,AUS-HRS_235224,22295,1958/2/14,2019/2/28,0,0.129133528,901.91232,908.7364573,603.849864,1.504904632,0.992490521,1.32,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_235205.csv,1,1,1,1,4.041051183,0.013855941,0.497793212,2.21E-06,,,0,22295,1980/1/1,2019/2/28,14304,0.122240842,0,19647,0.108252303,0.118771025,12681,0.101135715,0.113464765,1958/2/14,2019/2/28,1980/1/1,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,4.5
AUS-HRS_236213,AUS-HRS_236213,236213,143.466,-37.531,413.7994381,Australia,C,-37.41031295,143.4852474,448.3,448.2339671,,16199,1974/10/24,2019/2/28,0,0.404223536,28.57094874,583.2906789,949.143991,0.614543931,0.048982351,0.614545455,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_236213.csv,1,1,1,1,1.212682916,0.001787559,0.012022227,0.530652098,,,37.14598492,16199,1980/1/1,2019/2/28,14304,0.385138846,0,13527,0.27841517,0.164948454,12047,0.261973354,0.157788031,1974/10/24,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.272727273,TRUE,TRUE,warm temperate,448.3
AUS-HRS_238208,AUS-HRS_238208,238208,142.508,-37.374,502.2710833,Australia,C,-37.37142384,142.5468997,23.3,23.77787414,AUS-HRS_238204,25235,1950/1/27,2019/2/28,0,0.101866733,138.711917,457.115808,617.1235465,0.740720089,0.303450274,0.63,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_238208.csv,1,1,1,1,2.995876183,-0.005152941,0.03407236,0.288450417,,,0,25235,1980/1/1,2019/2/28,14304,0.077891918,0,21963,0.061018212,0.129661185,12731,0.05240908,0.109969239,1950/1/27,2019/2/28,1980/1/1,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,23.3
AUS-HRS_304499,AUS-HRS_304499,304499,146.711,-42.707,552.6465248,Australia,C,-42.74023287,146.5863836,210.2,210.5210076,0,19705,1965/3/19,2019/2/28,0,5.244495778,787.1828862,1055.636796,598.8398177,1.762803282,0.745694816,1.667142857,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_304499.csv,1,1,1,1,3.574626264,-0.001543116,0.005642949,0.668010317,,,10.5362799,19705,1980/1/1,2019/2/28,14304,5.111790415,0,15959,5.927498774,0.190104035,11478,5.805870223,0.197567114,1965/3/19,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.857142857,TRUE,TRUE,warm temperate,210.2
AUS-HRS_408200,AUS-HRS_408200,408200,143.299,-36.438,255.767067,Australia,C,-36.80524221,143.4332873,2677,2677.949259,AUS-HRS_408200,19785,1964/12/29,2019/2/28,0,2.558392633,30.2524009,407.6554404,877.0616078,0.464796813,0.074210713,0.452682927,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_408200.csv,1,1,1,1,0.744396317,0.005108626,0.18507192,0.009894287,,,31.18780706,19785,1980/1/1,2019/2/28,14304,2.445212528,0,16606,2.77933649,0.160677281,12237,2.616878483,0.144505034,1964/12/29,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.292682927,TRUE,TRUE,warm temperate,2677
AUS-HRS_418032,AUS-HRS_418032,418032,150.043,-29.672,422.2275222,Australia,C,-29.86112717,150.1790534,872.6,873.8633686,,14524,1979/5/26,2019/2/28,0,0.785268625,28.88897444,682.3964084,1422.121175,0.479844067,0.042334593,0.47047619,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_418032.csv,1,1,1,1,0.856881631,0.001708332,0.046956035,0.211176251,,,27.30974394,14524,1980/1/1,2019/2/28,14304,0.795500939,0,12050,0.757597916,0.17033875,11844,0.769585476,0.171979866,1979/5/26,2019/2/28,1980/1/1,2019/2/28,EAU,0,0.476190476,TRUE,TRUE,warm temperate,872.6
AUS-HRS_422321B,AUS-HRS_422321B,422321B,152.333,-28.354,880.0209748,Australia,C,-28.33972374,152.3784564,31.6,31.03790419,AUS-HRS_422394A,16950,1972/10/3,2019/2/28,0,0.29612236,296.4731359,858.955569,1094.530644,0.784770691,0.34515538,0.823333333,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_422321B.csv,1,1,1,1,3.27584707,0.006850742,0.190551703,0.00874954,,,6.524169545,16950,1980/1/1,2019/2/28,14304,0.278676105,0,14143,0.24130835,0.165457013,12089,0.224820829,0.154674498,1972/10/3,2019/2/25,1980/1/1,2019/2/25,EAU,0,0.666666667,TRUE,TRUE,warm temperate,31.6
AUS-HRS_606002,AUS-HRS_606002,606002,116.519,-34.694,186.9414076,Australia,C,-34.6524205,116.5022676,73.1,73.28465277,AUS-HRS_606195,13382,1982/7/11,2019/2/28,0,0.06231221,27.00508892,992.6682524,1065.829669,0.931357309,0.027204546,0.885,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_606002.csv,1,1,1,1,3.914864567,-0.005772761,0.039586133,0.251864859,,,0,13382,1982/7/11,2019/2/28,13382,0.06231221,0,11305,0.028297479,0.155208489,11305,0.028297479,0.155208489,1982/7/11,2019/2/28,1982/7/11,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,73.1
AUS-HRS_608002,AUS-HRS_608002,608002,115.843,-34.392,187.7160951,Australia,C,-34.36586494,115.8779901,48.3,47.92697357,0,16017,1975/4/24,2019/2/28,0,0.207034214,133.7124969,965.4358108,1001.966186,0.963541309,0.138499624,0.94,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_608002.csv,1,1,1,1,3.972692277,-0.008946844,0.134148156,0.03046667,,,0,16017,1980/1/1,2019/2/28,14304,0.202448476,0,12815,0.134812251,0.199912593,11502,0.131273952,0.195889262,1975/4/24,2019/2/28,1980/1/1,2019/2/28,SAU,0,1.75,TRUE,TRUE,warm temperate,48.3
AUS-HRS_701007,AUS-HRS_701007,701007,114.669,-28.763,217.9365439,Australia,B,-28.47823987,114.8623026,1836,1836.774448,0,15692,1976/3/14,2019/2/28,0,0.482054507,8.462866744,342.7145381,1348.560167,0.254133665,0.024693632,0.286,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_701007.csv,1,1,1,1,0.539540052,0.002318139,0.071002698,0.121792585,,,4.914513122,15692,1980/1/1,2019/2/28,14304,0.502886843,0,13058,0.386262701,0.167856232,11911,0.404760322,0.167295861,1976/3/14,2019/2/28,1980/1/1,2019/2/28,CAU,0,0,TRUE,TRUE,arid,1836
AUS-HRS_707002,AUS-HRS_707002,707002,115.922,-21.616,362.3758088,Australia,B,-21.92098538,116.5848262,7263,7264.41225,0,17207,1972/1/20,2019/2/28,0,3.611463907,16.07045985,288.0102612,1543.648263,0.186577647,0.05579822,0.177252747,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_707002.csv,1,1,1,1,0.262353272,0.000918428,0.039761764,0.250794041,,,5.164300565,17207,1980/1/1,2019/2/28,14304,4.000153539,0,16269,3.744801409,0.054512698,13520,4.158811508,0.054809843,1972/1/20,2019/2/28,1980/1/1,2019/2/28,CAU,0,0,TRUE,TRUE,arid,7263
AUS-HRS_809316,AUS-HRS_809316,809316,128.854,-17.374,366.7053572,Australia,B,-17.84237816,128.2077799,19587,19585.9883,,17689,1970/9/25,2019/2/28,0,62.60664384,101.508693,474.9563935,1403.101809,0.338504584,0.213722132,0.2817,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_809316.csv,1,1,1,1,0.395639245,-1.12E-05,4.63E-06,0.990210333,,,11.5853495,17689,1980/1/1,2019/2/28,14304,66.02243841,0,14952,73.72240315,0.154728928,12252,76.76609815,0.143456376,1970/9/25,2019/2/28,1980/1/1,2019/2/28,NAU,0,0,TRUE,TRUE,arid,19587
AUS-HRS_A0020101,AUS-HRS_A0020101,A0020101,139.367,-25.909,155.8299355,Australia,B,-23.79182625,141.5310782,119034,119028.3823,0,19126,1966/10/19,2019/2/28,0,42.89296445,11.22643577,222.4057766,1236.990067,0.179795928,0.050477267,0.150742804,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_A0020101.csv,1,1,1,1,0.16285606,0.00103397,0.151926691,0.020634748,,,18.33465677,19126,1980/1/1,2019/2/28,14304,35.81445226,0,16946,48.22710066,0.113980968,12734,40.04802173,0.109759508,1966/10/19,2019/2/28,1980/1/1,2019/2/28,CAU,0,0.00185701,TRUE,TRUE,arid,119034
AUS-HRS_A0030501,AUS-HRS_A0030501,A0030501,140.843,-27.701,227.3113902,Australia,B,-24.57925215,143.8041288,232846,232848.4215,AUS-HRS_A0030501,16806,1973/2/24,2019/2/28,0,44.39184125,6.023528283,325.6580474,1341.863956,0.242690808,0.018496482,0.209657996,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_A0030501.csv,1,1,1,1,0.286344114,0.001954634,0.112720999,0.048634655,,,25.53981291,16806,1980/1/1,2019/2/28,14304,33.44558131,0,15320,48.57086332,0.088420802,13034,36.57725196,0.088786353,1973/2/24,2019/2/28,1980/1/1,2019/2/28,CAU,0,0.000481696,TRUE,TRUE,arid,232846
AUS-HRS_A2390519,AUS-HRS_A2390519,A2390519,140.776,-37.094,130.3899834,Australia,C,-37.03816363,141.1364348,1550,1550.519689,,17436,1971/6/5,2019/2/28,0,0.721635807,14.13164796,501.5344988,989.8184422,0.506693427,0.028176821,0.481538462,AUS-HRS,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_A2390519.csv,1,1,1,1,1.140580244,0.00676042,0.175141796,0.012349726,,,7.402760386,17436,1980/1/1,2019/2/28,14304,0.664182531,0,15112,0.653763424,0.133287451,12499,0.596276331,0.126188479,1971/6/5,2019/2/28,1980/1/1,2019/2/28,SAU,62.69230769,3.307692308,TRUE,TRUE,warm temperate,1550
AUS-HRS_108002A,AUS-HRS_AUS-Zhang_108002A,108002A,145.282,-16.179,465.8939144,Australia,A,-16.14206574,145.1741286,907.3,906.7868107,0,18417,1968/9/27,2019/2/28,0,28.69101608,985.7070856,1480.081939,1169.241527,1.265847907,0.665981429,1.115238095,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_108002A.csv,1,1,1,1,4.083722032,0.012720854,0.423515036,2.31E-05,,,0,18417,1980/1/1,2019/2/28,14304,26.7901197,0,17633,29.82314168,0.042569365,13688,27.85526419,0.043064877,1968/9/27,2019/2/28,1980/1/1,2019/2/28,NAU,0,0,TRUE,TRUE,equatorial,907.3
AUS-HRS_111005A,AUS-HRS_AUS-Zhang_111005A,111005A,145.725,-17.183,553.2872666,Australia,C,-17.28320102,145.7496714,358.2,358.4212473,AUS-HRS_111007A,19115,1966/10/30,2019/2/28,0,17.93981203,1578.077404,1977.779667,1078.83724,1.833251201,0.797903543,1.945,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_111005A.csv,1,1,1,1,4.508361668,0.00833946,0.195082723,0.007900872,,,1.947797297,19115,1980/1/1,2019/2/28,14304,16.97676986,0,18041,18.83354889,0.056186241,13521,17.78641407,0.054739933,1966/10/30,2019/2/28,1980/1/1,2019/2/28,NAU,0,1.8,TRUE,TRUE,warm temperate,358.2
AUS-HRS_111007A,AUS-HRS_AUS-Zhang_111007A,111007A,145.76,-17.13,518.042361,Australia,C,-17.23199123,145.7320747,522.8,521.1698551,0,17165,1972/3/2,2019/2/28,0,25.24601615,1504.001181,2139.256413,1224.719708,1.746731435,0.703048579,1.77375,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_111007A.csv,1,1,1,1,4.491224483,0.007831852,0.192293649,0.008413318,,,1.466327656,17165,1980/1/1,2019/2/28,14304,23.95268956,0,16651,25.91671004,0.029944655,13863,24.6029439,0.030830537,1972/3/2,2019/2/28,1980/1/1,2019/2/28,NAU,40.9375,3.5625,TRUE,TRUE,warm temperate,522.8
AUS-HRS_112101B,AUS-HRS_AUS-Zhang_112101B,112101B,145.979,-17.609,471.0432886,Australia,C,-17.65422735,145.7735225,397.7,397.0875134,0,16221,1974/10/2,2019/2/28,0,25.62963342,2034.34529,2961.901856,1284.385315,2.306085114,0.686837508,1.974166667,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_112101B.csv,1,1,1,1,2.991093161,0.007786708,0.203099624,0.006590369,,,1.396249014,16221,1980/1/1,2019/2/28,14304,25.02328573,0,16032,25.86447668,0.011651563,14164,25.22836516,0.009787472,1974/10/2,2019/2/28,1980/1/1,2019/2/28,NAU,22.16666667,4.416666667,TRUE,TRUE,warm temperate,397.7
AUS-HRS_112102A,AUS-HRS_AUS-Zhang_112102A,112102A,145.905,-17.715,305.1412932,Australia,C,-17.72442429,145.8538929,77.8,77.66322059,0,17810,1970/5/27,2019/2/28,0,5.088033783,2070.338545,2755.103807,1187.097171,2.320874713,0.751455731,2.035,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_112102A.csv,1,1,1,1,0.003594076,1.24E-05,0.326801205,0.000334114,,,0,17810,1980/1/1,2019/2/28,14304,4.874331018,0,15332,5.622068752,0.139135317,12364,5.354988748,0.135263673,1970/5/27,2019/2/28,1980/1/7,2019/2/28,NAU,0,4,TRUE,TRUE,warm temperate,77.8
AUS-HRS_114001A,AUS-HRS_AUS-Zhang_114001A,114001A,145.805,-18.107,441.9271323,Australia,C,-18.14259412,145.7746536,155.8,155.9567963,0,17809,1970/5/28,2019/2/28,0,5.562478302,1127.103055,1909.485652,1193.873676,1.599403429,0.590265266,1.265714286,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_114001A.csv,1,1,1,1,4.521737063,-0.002395103,0.009110167,0.585469073,,,0.00100884,17809,1980/1/1,2019/2/28,14304,5.289366799,0,14657,6.427681387,0.176989163,11815,6.079728811,0.17337158,1970/5/28,2019/2/28,1980/1/12,2019/2/28,NAU,0,2.285714286,TRUE,TRUE,warm temperate,155.8
AUS-HRS_116006B,AUS-HRS_AUS-Zhang_116006B,116006B,145.922,-18.491,668.0927674,Australia,C,-17.99356704,145.3626888,7487,7484.136697,,18062,1969/9/17,2019/2/28,0,78.55640401,329.6626391,1006.059033,1179.145383,0.853210339,0.327677232,0.744891304,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_116006B.csv,1,1,1,1,1.848626781,0.006233948,0.363384858,0.000126927,,,18.938823,18062,1980/1/1,2019/2/28,14304,72.39909641,0,17529,80.82968613,0.029509467,13893,74.46122544,0.028733221,1969/9/17,2019/2/28,1980/1/1,2019/2/28,NAU,14.22826087,2.25,TRUE,TRUE,warm temperate,7487
AUS-HRS_116010A,AUS-HRS_AUS-Zhang_116010A,116010A,145.537,-18.204,672.3367385,Australia,C,-18.12488667,145.6110606,223.7,224.0201157,AUS-HRS_116006B,21334,1960/10/2,2019/2/28,0,4.055516781,569.333175,1259.496027,967.6968824,1.301539821,0.452032529,1.012857143,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_116010A.csv,1,1,1,1,2.775695462,0.00503606,0.101894457,0.061606708,,,0,21334,1980/1/1,2019/2/28,14304,4.039216654,0,17774,4.581794013,0.166869785,11961,4.546199631,0.162746745,1960/10/2,2019/2/28,1980/1/19,2019/2/28,NAU,0,0.857142857,TRUE,TRUE,warm temperate,223.7
AUS-HRS_116013A,AUS-HRS_AUS-Zhang_116013A,116013A,145.341,-17.651,925.8386755,Australia,C,-17.61010358,145.467209,309.3,308.5324374,AUS-HRS_116006B,20884,1961/12/26,2019/2/28,0,5.660971315,573.4765607,1136.488506,965.1394459,1.177538138,0.504603925,1.035833333,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_116013A.csv,1,1,1,1,2.460579893,0.008757964,0.320063691,0.000397322,,,12.83051234,20884,1980/1/1,2019/2/28,14304,5.476654638,0,18100,6.296829537,0.133307795,12493,6.03782115,0.126607942,1961/12/26,2019/2/28,1980/1/1,2019/2/28,NAU,43.33333333,1.5,TRUE,TRUE,warm temperate,309.3
AUS-HRS_116014A,AUS-HRS_AUS-Zhang_116014A,116014A,145.299,-17.627,899.7852177,Australia,C,-17.48802197,145.3573131,587.6,587.9742728,AUS-HRS_116006B,20908,1961/12/2,2019/2/28,0,5.436539363,290.1437458,887.3499038,990.488931,0.895870591,0.32697783,0.796923077,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_116014A.csv,1,1,1,1,1.627908415,0.008466585,0.555900121,2.76E-07,,,27.81220726,20908,1980/1/1,2019/2/28,14304,4.844964416,0,16798,6.444243422,0.196575474,11393,5.738727289,0.203509508,1961/12/2,2019/2/28,1980/1/1,2019/2/28,NAU,0,2,TRUE,TRUE,warm temperate,587.6
AUS-HRS_117002A,AUS-HRS_AUS-Zhang_117002A,117002A,146.633,-19.238,186.4524188,Australia,A,-19.33599256,146.5428227,255.2,256.3725062,0,16787,1973/3/15,2019/2/28,0,3.039868267,365.522641,1010.237168,1305.3233,0.773936364,0.361818643,0.607,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_117002A.csv,1,1,1,1,1.569631608,0.007683173,0.245544186,0.002471546,,,28.00142929,16787,1980/1/1,2019/2/28,14304,2.895445781,0,14046,3.38463802,0.16328111,12156,3.167070725,0.150167785,1973/3/15,2019/2/28,1980/1/1,2019/2/28,NAU,0,0.2,TRUE,TRUE,equatorial,255.2
AUS-HRS_117003A,AUS-HRS_AUS-Zhang_117003A,117003A,146.546,-19.185,228.7010441,Australia,A,-19.24297061,146.4705679,89.9,89.54212753,0,16539,1973/11/18,2019/2/28,0,1.904682323,625.4774668,1129.948149,1291.562743,0.874868956,0.553545282,0.654,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_117003A.csv,1,1,1,1,2.03393309,0.006272955,0.152736038,0.020270726,,,6.481085389,16539,1980/1/1,2019/2/28,14304,1.824708243,0,14226,2.006665092,0.139539104,12404,1.896744756,0.132466079,1973/11/18,2019/2/22,1980/1/1,2019/2/22,NAU,0,0.4,TRUE,TRUE,equatorial,89.9
