Name,exp,if_regulated,Dams_Year_Min,Dams_Year_Max,Alpha,Thelta,m,Am_25,D0,kQ,kA,S_sls,fER0,VPDmin,VPDmax,hc,Ts,CFMAX,CFR,CWH,BETA,LP,FC,PERC,K0,K1,K2,UZL,MAXBAS
AUS-HRS_105101A,SimulationRaw,0,,,0.047772886,0.068873113,25.44538714,36.81173774,1.872114421,0.112143085,0.88589047,0.15765849,0.037217318,1.040763975,3.681638574,9.718643837,1.281878245,4.060065371,0.617082319,0.113253781,6.944862395,0.317841634,628.626933,5.30302708,0.343622185,0.364047502,0.04940597,270.6924808,1.833622143
AUS-HRS_116011A,SimulationRaw,0,,,0.022937049,0.035090648,8.430151284,11.20791934,1.593115702,0.849955541,0.792421844,0.148689789,0.144268879,0.666966493,5.170982401,3.381168649,4.881721296,19.62644027,0.019068159,0.64624358,5.78773144,0.473940317,774.4318143,10.10610507,1.996497091,0.238847562,0.03041016,58.12204879,1.05046962
AUS-HRS_126003A,SimulationRaw,0,,,0.037218402,0.018907552,19.91805862,25.58292103,0.648437885,0.72698417,0.701021315,0.046717921,0.03513303,1.257221219,5.028942342,2.763848427,-2.986572989,2.219066656,0.298499401,0.06488591,5.417585768,0.533590629,248.545216,0.909808278,1.274975454,0.545997343,0.030834209,45.83535547,1.597894103
AUS-HRS_215207,SimulationRaw,0,,,0.047562638,0.036081903,13.43847844,39.18379901,1.595906077,0.573856989,0.811102239,0.158298421,0.055713352,1.373807321,6.468253854,1.88660884,-2.125515476,16.75470876,0.795091259,0.671174032,5.499973407,0.659781283,245.8657832,0.356465678,1.219891301,0.556951864,0.025873884,107.0423505,1.39102488
AUS-HRS_221207,SimulationRaw,0,,,0.040080823,0.01810692,19.76993442,24.87418382,0.993938371,0.402146789,0.827058446,0.150889303,0.122512003,0.926907607,6.110381561,4.882624737,-0.152061255,19.10457511,0.330565561,0.469966578,1.131929845,0.854960259,123.5743091,11.39157061,0.487119641,0.112727153,0.035320594,20.05502131,1.323598451
AUS-HRS_221210,SimulationRaw,0,,,0.039434816,0.014647215,23.24868097,7.571450792,1.158753505,0.240180766,0.759712701,0.165776775,0.06355754,1.471090755,5.257958901,9.48027033,4.70654282,0.158471963,0.199934096,0.369462189,6.748832661,0.31858185,285.0581995,51.15662588,1.949873601,0.656128948,0.020064024,16.70938124,1.837309189
AUS-HRS_224201,SimulationRaw,0,,,0.03140606,0.064327436,14.69114378,16.47792631,1.307486823,0.319157826,0.8585049,0.088431048,0.015578102,1.255974535,6.328360996,2.447863083,0.499763585,8.538743485,0.971161605,0.369079448,6.726716415,0.525778372,431.9493148,10.31313288,1.093759595,0.107601689,0.071935779,215.6480858,1.053615391
AUS-HRS_224206,SimulationRaw,0,,,0.035906793,0.018313356,24.74366597,20.27331726,1.541894465,0.78930778,0.83694147,0.132605597,0.098754478,1.11154133,4.796279623,1.953830551,-2.13245283,4.179311964,0.812212047,0.023666127,3.134824607,0.301776995,207.5275203,4.002823336,1.771991112,0.188135596,0.076812728,278.8417249,1.268507105
AUS-HRS_227225,SimulationRaw,0,,,0.038969198,0.0305427,21.43429279,3.408482529,1.824264044,0.741915467,0.70812977,0.15601934,0.009187213,0.724087664,4.351114545,0.27654355,-4.463323631,0.158263114,0.961281002,0.184622985,4.723565136,0.988221124,637.6513528,8.739265044,1.859941868,0.055285692,0.026837421,5.424819986,2.01175196
AUS-HRS_235205,SimulationRaw,0,,,0.047164762,0.04943398,5.729689176,17.99977269,1.152410406,0.758037227,0.882759708,0.103671197,0.086336561,0.743818756,5.263471824,7.033885285,3.798248433,16.17134465,0.172189123,0.703683018,6.314333055,0.400107469,1156.248988,5.934369351,1.409858671,0.361253739,0.07309013,22.24877729,1.767225486
AUS-HRS_236213,SimulationRaw,0,,,0.033826101,0.031249927,25.03687467,14.62234222,1.749045356,0.277356716,0.689798759,0.041599249,0.123267861,0.814347778,5.269797959,2.784063051,1.101011614,15.42952754,0.936774137,0.627072545,6.510955579,0.405666406,531.1105379,14.12955698,1.660706031,0.377733768,0.022515676,257.2913899,1.552762814
AUS-HRS_238208,SimulationRaw,0,,,0.026163573,0.065645741,15.21844581,19.68629939,1.461325898,0.639146867,0.742992295,0.036839876,0.157394897,1.270022664,5.903284597,1.403874502,-2.950141611,2.792990536,0.094501505,0.756214438,6.501983967,0.425218775,1626.583371,91.82447508,0.722214995,0.471198169,0.031140981,74.0000451,3.024139645
AUS-HRS_304499,SimulationRaw,0,,,0.016021658,0.043399853,22.57920905,44.06409843,1.831224653,0.634834598,0.708935093,0.124198361,0.110055691,1.254526153,3.997984221,3.555549021,-0.013274721,14.63405744,0.121892596,0.655313917,3.11181235,0.779514224,1175.772382,0.861599205,1.537364178,0.282422378,0.070316411,210.6780796,1.820811189
AUS-HRS_408200,SimulationRaw,0,,,0.045206079,0.068027333,25.18290659,34.45423457,1.813671055,0.640254513,0.741477145,0.026036247,0.028755858,0.856297596,6.4699326,2.213900787,-0.806192477,19.30628439,0.115611805,0.025389263,6.696723123,0.332177504,490.3736857,26.26785128,1.616928866,0.643822838,0.020084971,6.673155847,1.372157975
AUS-HRS_418032,SimulationRaw,0,,,0.044717204,0.058773997,24.80491416,42.12536792,1.765507533,0.262412368,0.786868541,0.084347013,0.073484144,0.888499058,4.825954174,9.82036296,4.788033791,13.35868552,0.880463626,0.138313088,6.970691538,0.300020682,374.0209129,90.14106475,1.573362125,0.678528549,0.02081948,23.12907903,2.106359786
AUS-HRS_422321B,SimulationRaw,0,,,0.025395702,0.053269548,21.47333702,9.259784241,1.793790539,0.323802871,0.804795179,0.013876724,0.028688733,1.339063845,6.15510451,9.548415898,0.427147031,15.26037813,0.792301435,0.667257565,1.329663938,0.589853083,65.85161909,15.55977572,1.36304827,0.345614447,0.023699458,196.6434952,1.441002526
AUS-HRS_606002,SimulationRaw,0,,,0.047017778,0.06311108,25.49002396,40.11952576,1.724920285,0.132111892,0.727506154,0.108158642,0.015358329,1.034536446,5.045058208,9.961509587,-1.838605057,8.848477801,0.319689709,0.702571975,6.569108425,0.500743931,1009.533607,12.70003973,1.955987744,0.254015799,0.03221573,294.2739847,1.24711052
AUS-HRS_608002,SimulationRaw,0,,,0.043923348,0.020566135,22.27656205,23.62205472,1.119725933,0.100889383,0.763500762,0.168133069,0.150663834,0.743733116,5.445223166,4.83351539,1.066124498,7.160257109,0.852558082,0.147078378,2.909453907,0.548753804,1941.206293,9.932274507,0.697862319,0.388703586,0.02130287,2.21717128,3.444066048
AUS-HRS_701007,SimulationRaw,0,,,0.047176181,0.064577312,25.56681112,42.81483592,1.921026519,0.122808817,0.892234562,0.148266239,0.034538399,0.969933291,6.455641399,9.619533615,-1.820261184,2.784414707,0.856241968,0.065360854,6.459028402,0.530154981,435.0060406,77.41288642,0.744798023,0.623888812,0.025318509,12.1620826,1.437606715
AUS-HRS_707002,SimulationRaw,0,,,0.042264315,0.052377138,22.33357832,20.27174314,1.966567732,0.660864121,0.793511886,0.026107359,0.032769465,1.383760251,6.34290927,0.61834963,-3.128608914,17.7144803,0.786599697,0.777028693,6.846086067,0.324298675,545.4403679,0.541757723,1.826782375,0.682132455,0.020130055,29.28554669,1.19827273
AUS-HRS_809316,SimulationRaw,0,,,0.044709611,0.05748036,19.12863469,42.49000441,1.985293491,0.827333017,0.696270329,0.15725492,0.054692842,0.792959152,4.728079739,4.171472367,-3.855226042,4.437661988,0.588745718,0.649960325,5.460448126,0.369502717,252.6747193,20.70927514,1.398788857,0.571153604,0.045196905,5.158900417,1.741482933
AUS-HRS_A0020101,SimulationRaw,0,,,0.038078092,0.027077267,20.60386403,45.94997495,1.978143237,0.246371084,0.898180591,0.021404962,0.020796145,1.415632357,5.161205997,3.317245092,2.90685913,7.055008343,0.569754716,0.682748672,6.970237313,0.344125042,395.6680169,20.62056976,0.09485804,0.03724402,0.02229493,159.5221473,1.181225527
AUS-HRS_A0030501,SimulationRaw,0,,,0.036444773,0.067190327,25.06237383,34.50954651,1.920959588,0.461592199,0.680077979,0.129911527,0.152759173,1.417490954,5.96907328,2.347036026,-4.506229336,9.742442624,0.807823736,0.78041912,6.85600018,0.315153012,347.0849151,94.15102383,1.186232861,0.03805021,0.022425207,28.79530316,1.073324869
AUS-HRS_A2390519,SimulationRaw,0,,,0.04565918,0.067973805,25.14514392,39.77336281,1.792337291,0.599094612,0.735143739,0.155017934,0.010715567,1.308768336,5.26581584,6.931969913,-0.735563881,4.532691449,0.393097402,0.07641354,6.962537692,0.315092403,426.3901176,0.194205139,0.128564817,0.185939205,0.02357021,179.4513633,1.06112803
AUS-HRS_AUS-Zhang_108002A,SimulationRaw,0,,,0.028957554,0.034445271,4.718535263,34.69128807,0.962941324,0.131812953,0.693780955,0.1696825,0.058022367,1.393654263,4.240136477,8.561594757,0.073064575,2.676277255,0.102614745,0.513076033,2.030542142,0.589361573,849.4398838,7.389271289,1.231222249,0.212455635,0.02592079,9.256724733,2.121312133
AUS-HRS_AUS-Zhang_111005A,SimulationRaw,0,,,0.017885007,0.025775501,9.616175827,14.10007161,1.548800937,0.294800664,0.853887208,0.16668754,0.011794085,0.88314645,6.340999508,1.836326945,4.249669661,13.78892979,0.967482306,0.077172307,2.358256922,0.605290625,1828.95514,12.68491461,1.010592551,0.361454602,0.046553195,20.54396823,2.339953736
AUS-HRS_AUS-Zhang_111007A,SimulationRaw,0,,,0.027423336,0.003977977,12.48746614,43.94385381,1.389636504,0.47023085,0.822255297,0.006952789,0.028392122,0.706058548,4.759633636,3.187942139,3.430803579,18.03668205,0.299423385,0.562758594,5.227648036,0.562910281,1833.766861,5.767986215,1.327699313,0.23063476,0.040743952,75.49764908,1.310531039
AUS-HRS_AUS-Zhang_112101B,SimulationRaw,0,,,0.017770058,0.056824801,11.89000443,30.59498635,1.867612701,0.976701567,0.799183787,0.045407046,0.124638767,0.999276599,3.918739712,8.105974733,1.986846246,8.491806612,0.53773442,0.093010406,2.979253209,0.819622213,1324.953999,7.181278804,1.183474166,0.232834657,0.023675709,146.0850715,1.227896902
AUS-HRS_AUS-Zhang_112102A,SimulationRaw,0,,,0.016884838,0.026217829,7.065741104,22.65343255,1.432182256,0.357477705,0.753764659,0.035979865,0.095256705,1.449814868,5.022099275,0.514830146,1.364721242,7.975927236,0.739993972,0.10119288,6.326031099,0.446067227,1945.834457,17.40425184,0.506870397,0.208298813,0.028104072,32.27031203,1.083333585
AUS-HRS_AUS-Zhang_114001A,SimulationRaw,0,,,0.037097197,0.056923518,12.22096719,33.55585724,0.591112084,0.193882395,0.867233255,0.148667037,0.068001947,1.22919212,4.94980234,8.111270599,1.083993985,6.090335073,0.788505652,0.689049051,1.824071801,0.597356195,1327.501245,3.995066536,1.539856408,0.487871778,0.021676593,11.59979401,2.056601951
AUS-HRS_AUS-Zhang_116006B,SimulationRaw,0,,,0.034435826,0.057830593,19.32472004,12.67764755,1.386708629,0.390124319,0.814082092,0.144810322,0.058600453,1.126726334,5.245242495,6.36398779,-2.676781082,2.000181509,0.623598638,0.468294142,4.205799717,0.754224251,657.5315528,50.84005367,1.753587659,0.56399374,0.022274997,13.76271558,2.053116551
AUS-HRS_AUS-Zhang_116010A,SimulationRaw,0,,,0.039515712,0.024381704,17.2175728,28.71784258,1.057218066,0.351646413,0.89221191,0.13930564,0.085968642,1.190055463,6.488317151,8.182244631,-2.514267816,8.532148858,0.223173127,0.430156154,2.442174234,0.601497412,1340.008995,1.295097467,1.300298264,0.139452424,0.032186883,16.30301498,2.331566729
AUS-HRS_AUS-Zhang_116013A,SimulationRaw,0,,,0.01099188,0.044881764,18.85066916,14.94997825,1.550731614,0.830492685,0.710229284,0.137285756,0.100679468,0.711494691,5.002222986,7.233592004,-3.47573994,13.33857058,0.659479998,0.510126095,2.16464875,0.474816798,514.5406079,8.096069194,0.968980678,0.135582676,0.027818215,22.22723093,1.219753482
AUS-HRS_AUS-Zhang_116014A,SimulationRaw,0,,,0.042502753,0.025508028,24.1410993,9.87099314,1.755907995,0.316248819,0.703577551,0.054271515,0.149489512,0.902107191,4.540190491,5.491372346,0.784311572,14.71310115,0.301715995,0.382481537,5.981922477,0.421879439,364.6777212,4.304938587,0.260262281,0.417649063,0.049205549,4.26849342,1.00145329
AUS-HRS_AUS-Zhang_117002A,SimulationRaw,0,,,0.042755131,0.03294371,20.85485804,32.70012688,1.613727353,0.20245214,0.764872752,0.02266787,0.096736718,1.413623048,6.423287441,8.215932958,-3.644535404,9.766001053,0.851793389,0.61555967,4.091531473,0.348441063,521.8861102,6.828432693,0.180042424,0.731560098,0.040529526,281.6327029,1.355080384
AUS-HRS_AUS-Zhang_117003A,SimulationRaw,0,,,0.03917576,0.029773004,10.75316059,4.216261804,1.72738236,0.918570219,0.826939759,0.170970225,0.083642623,1.11084931,3.601814852,4.207238749,0.470811992,12.28114472,0.205335943,0.436174316,4.360696901,0.396694195,450.1716108,2.392747814,0.649026951,0.61793735,0.038682358,136.1098041,1.194629354
AUS-HRS_AUS-Zhang_118106A,SimulationRaw,0,,,0.0180831,0.067033765,10.60904023,21.11007145,1.433288497,0.234162503,0.803607836,0.108717666,0.027705956,0.939726507,3.626814492,9.426650644,2.152608773,15.94420106,0.403149592,0.142132898,5.332229582,0.864456816,659.1010305,99.42143974,0.903480893,0.476684559,0.067957992,19.44001624,1.665827216
AUS-HRS_AUS-Zhang_120102A,SimulationRaw,0,,,0.035795445,0.038138349,24.82722882,10.09085521,1.152607756,0.632555532,0.681028763,0.126859303,0.088957921,0.898423033,3.655345868,3.147020612,-3.041371245,13.08452932,0.689174226,0.41684657,5.684097043,0.317083087,195.356341,4.318351865,1.357290805,0.790154929,0.055254813,28.00104089,2.077880598
AUS-HRS_AUS-Zhang_120304A,SimulationRaw,0,,,0.047346649,0.053767351,24.8688463,25.45295095,1.927884696,0.132192972,0.803991785,0.132572538,0.131085935,1.476916704,4.346887654,8.453840821,-4.149143114,16.76630653,0.844258914,0.328911025,5.331184502,0.342038257,402.1919005,2.149292722,0.330832309,0.754016281,0.020476097,31.35566586,1.313497823
AUS-HRS_AUS-Zhang_121002A,SimulationRaw,0,,,0.021655527,0.047909544,25.56342379,32.81806624,0.997234136,0.347103653,0.709583024,0.124302816,0.009432529,1.206937337,3.748267092,8.917853573,0.174828566,10.46248159,0.112565336,0.45089411,3.89570025,0.306404579,379.6834961,94.94663729,1.381535639,0.045737387,0.028269135,1.340311401,1.010531088
AUS-HRS_AUS-Zhang_130403A,SimulationRaw,0,,,0.025672919,0.054493789,16.13242966,28.10215649,1.69454029,0.113460988,0.890286319,0.086096391,0.008210341,1.468110007,6.403716083,4.26260794,3.710163866,0.794609933,0.741035592,0.074570463,5.981393582,0.621521259,212.1091747,49.82515695,1.080110013,0.386291672,0.046708922,26.45020571,2.444640552
AUS-HRS_AUS-Zhang_130410A,SimulationRaw,0,,,0.046240478,0.064388023,25.31042928,46.20784487,1.871406333,0.285984652,0.775152521,0.140172499,0.142494248,1.284859569,6.077120047,9.763448033,1.142759722,13.8894238,0.638153154,0.23290252,6.098288642,0.342441566,410.392022,85.0752788,1.740317356,0.461812359,0.02081874,3.826010452,1.817195985
AUS-HRS_AUS-Zhang_130413A,SimulationRaw,0,,,0.042777505,0.049633972,21.15242135,41.33831161,1.579604865,0.21238491,0.727807028,0.15721823,0.038743214,0.739959708,6.44391157,9.549893028,3.108936176,6.774789134,0.553356284,0.713910642,5.662602471,0.316492265,365.1908792,6.499882943,1.648141104,0.458767905,0.056471931,25.705344,1.342656872
AUS-HRS_AUS-Zhang_135002A,SimulationRaw,0,,,0.035096588,0.06681138,20.76400097,28.91850804,0.902770991,0.483448321,0.71438682,0.157461518,0.049104435,0.898187024,5.507036168,9.490168771,-1.6201472,1.7594745,0.36351667,0.538155868,6.887582425,0.324440848,261.6936746,3.381778508,1.84150352,0.518578495,0.02514149,166.3148385,1.157736042
AUS-HRS_AUS-Zhang_143209B,SimulationRaw,0,,,0.041468647,0.06009465,10.46518944,31.8407427,1.310649457,0.289331848,0.724976955,0.043188027,0.010095949,1.200816096,6.246688802,2.640774984,1.831380473,7.631093071,0.533567997,0.688279302,6.424424848,0.632056862,323.0256638,27.5532951,1.184558041,0.729428079,0.0272577,17.61617079,1.35871465
AUS-HRS_AUS-Zhang_204002,SimulationRaw,0,,,0.040341506,0.046810936,22.98358326,41.63534361,1.907490528,0.309416547,0.723777217,0.16820987,0.092943405,1.173683712,4.125469085,5.216146976,-1.871776807,1.403258063,0.587940814,0.160090718,6.934248617,0.303666785,202.1318097,9.12652396,0.560005402,0.412746544,0.053430503,213.7546024,2.013866051
AUS-HRS_AUS-Zhang_204007,SimulationRaw,0,,,0.033819481,0.058493407,12.51782135,34.41432808,1.100494971,0.392296943,0.684723109,0.159338809,0.035460292,1.413743272,6.008784747,1.674232412,3.932529576,9.09841243,0.754812735,0.013544314,5.386727525,0.50727262,245.159989,9.452500771,1.817419149,0.572851513,0.020384032,230.1669957,1.642072098
AUS-HRS_AUS-Zhang_204017,SimulationRaw,0,,,0.039945307,0.049403752,5.786653567,19.63159241,1.895559716,0.976708914,0.714115804,0.007819216,0.072595992,0.968525948,3.88327938,3.812669765,3.407743913,7.28625543,0.392519885,0.145129382,4.517115809,0.682064437,788.2399797,21.3725573,1.078678276,0.370345009,0.02581584,14.06651375,1.903321136
AUS-HRS_AUS-Zhang_204037,SimulationRaw,0,,,0.03769258,0.039641553,21.65248829,35.61236062,1.655864891,0.147512046,0.881727648,0.098073674,0.111963489,1.031360599,3.72300588,9.581718055,-1.222270871,12.82262324,0.031822216,0.10042391,5.734883261,0.372716806,359.9372933,70.65680505,0.176039452,0.632884489,0.024535358,9.227278106,1.776679217
AUS-HRS_AUS-Zhang_204041,SimulationRaw,0,,,0.046582383,0.02793383,19.52521444,32.59975536,1.29238008,0.250821721,0.712189387,0.053256327,0.066758765,1.387929266,5.604898993,9.163831622,1.52320983,18.64076249,0.746024368,0.382790171,5.407077587,0.540129919,764.8853108,8.249028899,1.576513035,0.208146467,0.099464948,11.7645305,2.738330415
AUS-HRS_AUS-Zhang_204046,SimulationRaw,0,,,0.03244857,0.016488267,13.33108378,21.15073694,0.995801305,0.270489596,0.686193795,0.078942332,0.059625707,0.708862396,4.504756131,6.748285184,1.735561171,8.903881338,0.376041078,0.161897395,6.770094013,0.376519075,531.0246675,15.6170421,1.792654178,0.499497012,0.043096398,2.638759737,2.118423641
AUS-HRS_AUS-Zhang_204051,SimulationRaw,0,,,0.038394952,0.056265718,19.26134282,31.01469784,1.56908313,0.434130368,0.879659181,0.126726403,0.026831647,1.246961049,4.297914566,9.330557746,-4.572129125,17.4299686,0.692863383,0.589366246,6.732197863,0.307036928,262.2417155,6.677500831,0.568867524,0.509977202,0.039273108,137.1440095,1.783691771
AUS-HRS_AUS-Zhang_204906,SimulationRaw,0,,,0.024554748,0.058138511,21.90888637,43.91717658,0.890234857,0.693936892,0.889485169,0.13795028,0.156477003,1.468968061,6.156919345,2.120911709,3.144845598,16.1933078,0.095740814,0.685375091,6.649481947,0.744766523,653.5746447,4.712217372,0.237555652,0.584809367,0.020043461,12.26509511,2.047127201
AUS-HRS_AUS-Zhang_207004,SimulationRaw,0,,,0.023989841,0.065152137,11.46594981,12.1936814,1.82894315,0.3724807,0.704196179,0.116560997,0.134249936,0.855108002,3.951311611,2.013138302,2.883709854,13.37913839,0.805666913,0.724316741,5.164572431,0.593486571,653.2012797,84.72571408,1.266260125,0.358259513,0.05440814,4.848432912,1.947673879
AUS-HRS_AUS-Zhang_207013,SimulationRaw,0,,,0.023100683,0.053985295,21.48606145,23.94258927,1.291062712,0.434340376,0.867780126,0.114841349,0.029866872,0.691403916,3.92713921,9.70561982,4.840684607,7.975028995,0.866639669,0.744035138,5.101578285,0.868540796,624.4735273,40.52123363,1.991267747,0.29899604,0.02729241,15.46108545,2.170602258
AUS-HRS_AUS-Zhang_207014,SimulationRaw,0,,,0.037906064,0.064789687,13.16794479,10.23238307,0.547439317,0.256104398,0.681447188,0.085598467,0.10888225,0.727025894,5.27735165,9.43071038,0.740186023,1.363344548,0.579861286,0.085014791,5.579544301,0.388594519,274.5920705,20.68244845,0.746362235,0.575000284,0.024946732,25.68237383,1.839759342
AUS-HRS_AUS-Zhang_208003,SimulationRaw,0,,,0.036011685,0.028115712,19.07682957,34.01682588,1.813691444,0.974342174,0.818238887,0.078047357,0.109108594,1.220897817,3.627594593,7.88576921,0.996109017,11.51054423,0.652979621,0.056665752,6.453660084,0.989844562,419.2107985,1.973921566,1.385246456,0.528412482,0.023808057,21.72014079,2.373833209
AUS-HRS_AUS-Zhang_208004,SimulationRaw,0,,,0.024988217,0.067862987,13.464125,31.01132368,1.981645583,0.250724408,0.857569542,0.158291467,0.129058318,0.845225089,5.688623879,1.300860774,-2.587207982,16.16098194,0.291678326,0.57154801,6.285611869,0.861924933,311.5049083,1.494034878,0.329170668,0.393090561,0.026053438,6.93228968,2.033146217
AUS-HRS_AUS-Zhang_208005,SimulationRaw,0,,,0.017192337,0.031940918,21.80099748,45.49303785,1.337481692,0.238939737,0.735892388,0.10666383,0.082304806,1.443622725,4.46108474,1.57897992,-1.745706408,7.583852445,0.772162146,0.513210725,5.310282352,0.692475393,608.9938329,1.545436974,1.835815476,0.303288855,0.029040867,14.8748218,2.348817544
AUS-HRS_AUS-Zhang_208011,SimulationRaw,0,,,0.037564182,0.018806481,20.67635692,38.79693348,1.934940381,0.11827737,0.799712612,0.121177648,0.030571702,0.862012562,3.660300123,1.32818485,0.309657213,11.88040092,0.054825368,0.176860182,5.915209071,0.681458867,316.0749022,2.692270253,0.678899012,0.5491196,0.028543214,138.4795339,2.331998463
AUS-HRS_AUS-Zhang_216002,SimulationRaw,0,,,0.026429126,0.063181958,19.59091077,20.90008252,1.58455513,0.77056093,0.887508671,0.000871475,0.086843621,1.224899943,5.737798082,4.786983772,-0.298885178,5.444357966,0.811990549,0.073727116,6.330134953,0.381565513,200.7203952,97.45056968,0.530884532,0.917506737,0.02076622,78.53701683,1.895886381
AUS-HRS_AUS-Zhang_218005,SimulationRaw,0,,,0.010032104,0.009635159,25.51124888,26.01380426,1.619087673,0.556418688,0.877664661,0.05415008,0.11786647,0.907939451,6.490723803,8.086663512,-1.121575298,1.860986087,0.44537994,0.790271389,5.260312354,0.631859869,400.7560994,28.41549599,0.65284669,0.407044501,0.032556844,24.34686375,2.073768004
AUS-HRS_AUS-Zhang_218007,SimulationRaw,0,,,0.035902964,0.016641348,10.6285833,36.24353919,0.614969571,0.603355493,0.836797292,0.094706978,0.104413264,0.827712202,5.018748205,9.713592323,3.051057814,13.57220017,0.01618195,0.771307788,3.882030351,0.33467764,187.1985254,18.23708289,0.592562954,0.466733679,0.0578969,123.5842449,1.367066133
AUS-HRS_AUS-Zhang_218008,SimulationRaw,0,,,0.030788221,0.018648757,13.08452145,20.7722135,0.635953907,0.201865591,0.781068502,0.005369843,0.003653376,1.074569613,6.417017442,4.887130538,3.769768115,7.930092588,0.341162448,0.758481179,3.677114795,0.407853758,283.1597634,4.591192198,0.155783079,0.546299187,0.020640627,205.9760889,1.132516011
AUS-HRS_AUS-Zhang_219006,SimulationRaw,0,,,0.031908255,0.017338854,23.42741393,37.6627836,0.536579895,0.620060914,0.892360652,0.042745836,0.101139595,1.184326878,4.215051548,9.536020058,2.152766966,9.287999363,0.688497331,0.463977333,1.3223509,0.403947481,193.5827473,72.11740452,0.795083741,0.170916745,0.031292508,10.60270371,1.234375621
AUS-HRS_AUS-Zhang_219022,SimulationRaw,0,,,0.033563285,0.023451773,12.83798643,11.97697007,0.68771429,0.261625716,0.827363605,0.085391907,0.133098635,0.676851141,3.558383494,9.276355871,3.287137834,12.03451387,0.779478523,0.038256485,5.449003339,0.836723315,354.6785993,15.46157743,1.599496261,0.543618641,0.020576035,204.7190971,1.186380246
AUS-HRS_AUS-Zhang_221201,SimulationRaw,0,,,0.019562609,0.018069546,15.74853565,16.43692339,0.954560153,0.108990628,0.860858821,0.154747416,0.007731921,0.664503084,5.900088236,7.995490328,2.816114836,14.80476538,0.708005145,0.142932961,3.41055356,0.420974993,502.1595243,0.416586792,0.636020715,0.313398769,0.0279055,6.183775387,2.448615185
AUS-HRS_AUS-Zhang_221209,SimulationRaw,0,,,0.037440408,0.019835,20.67244265,22.4426476,0.811210994,0.407739389,0.74066243,0.162939614,0.005380717,1.052943787,4.769448345,1.377646522,1.424040689,4.526139285,0.877462314,0.688962996,6.783037099,0.313297223,253.7001542,1.074856539,0.6610694,0.636346427,0.021256611,148.6470801,1.270911649
AUS-HRS_AUS-Zhang_221212,SimulationRaw,0,,,0.02657656,0.056641993,20.72274641,35.86124209,1.565428892,0.36913193,0.728243874,0.012662918,0.150140642,1.215783851,5.165339739,7.688726392,1.22885125,9.498288568,0.473553073,0.441610397,2.190619627,0.630419359,778.2056366,55.00329737,1.757416167,0.209170216,0.043958374,6.179932047,2.40260891
AUS-HRS_AUS-Zhang_222004,SimulationRaw,0,,,0.027266419,0.043724993,18.543568,24.05289908,1.796104699,0.455928732,0.82203995,0.135444993,0.099616839,1.435730874,6.175315052,4.00388383,-2.993094444,17.03084705,0.029589738,0.571215211,3.151067114,0.398897885,424.7412475,52.41152597,1.508164714,0.425607056,0.021150386,125.3862569,4.378018065
AUS-HRS_AUS-Zhang_224213,SimulationRaw,0,,,0.023573643,0.056742798,20.70220741,12.67100437,0.943220658,0.608988336,0.775372599,0.172165763,0.134945418,1.147388763,5.352319071,1.418155508,-0.827309711,10.37664516,0.202812914,0.581285388,2.513947399,0.346489969,332.2284837,2.179596081,0.423056758,0.121101174,0.075293595,92.06689844,1.316344189
AUS-HRS_AUS-Zhang_224214,SimulationRaw,0,,,0.036285688,0.050952646,22.94154341,24.27429944,1.036989912,0.220265411,0.839005435,0.102749301,0.062978526,1.476202101,5.85246358,8.414974007,-0.018883473,6.340065938,0.048617697,0.589158507,5.586634221,0.665957701,376.4793835,1.143932403,1.656106946,0.355891367,0.042228717,6.089383416,2.338686893
AUS-HRS_AUS-Zhang_225110A,SimulationRaw,0,,,0.045476364,0.043530532,25.74628911,46.2667731,1.244408057,0.149913458,0.817262233,0.065400395,0.070477024,0.821659091,4.700304749,9.867995843,-2.619075408,11.16465359,0.205323402,0.399864427,4.518497244,0.511085406,670.4249801,0.395175754,1.147279001,0.3922253,0.05379285,26.05653741,1.532572277
AUS-HRS_AUS-Zhang_225213,SimulationRaw,0,,,0.041025468,0.03555959,24.52529848,21.27348961,1.205396729,0.430581856,0.700296953,0.121291868,0.10010349,0.814625972,5.054180573,8.577945639,3.098287988,0.089534071,0.335878352,0.405036532,6.459887077,0.449949926,374.9714395,33.01774392,0.531955035,0.555279847,0.037851983,12.83175251,2.027640971
AUS-HRS_AUS-Zhang_225218,SimulationRaw,0,,,0.046029883,0.026603468,21.67578362,37.00093729,1.965923707,0.172282053,0.701147097,0.163001874,0.041905822,1.375480285,4.566515824,2.364750563,1.087926273,7.516148631,0.847921421,0.095534392,6.781876247,0.410908918,115.2952425,0.529627915,1.881510078,0.359922593,0.028085565,78.39420405,1.37586386
AUS-HRS_AUS-Zhang_225219,SimulationRaw,0,,,0.019838572,0.0349051,22.18537847,32.37064565,0.993383825,0.689801188,0.841722722,0.112607879,0.062210169,1.0716119,5.900015595,2.363637663,-4.307312463,6.659363544,0.199797263,0.7546128,6.445844802,0.787214624,310.6671332,7.233419841,1.342450567,0.296386888,0.033089487,121.1585556,1.18598493
AUS-HRS_AUS-Zhang_226226,SimulationRaw,0,,,0.037018866,0.019785112,19.93675518,40.03776616,1.678315708,0.681188218,0.709828313,0.015619938,0.11673526,1.457438879,4.124834592,7.815592838,1.5037306,18.10469751,0.988518762,0.394899603,3.055802881,0.887683701,1714.258424,3.151316444,1.035323747,0.323371057,0.03811952,12.31934661,2.369238994
